iter,amp,temp_eV,m0,m2
1,193.893947813,25117.3014755,3.557427e+20,1.479940e+06
2,191.496525465,24806.6068826,3.491397e+20,1.435139e+06
3,192.705587066,25264.568908,3.546090e+20,1.483567e+06
4,191.497269843,25117.1237707,3.513442e+20,1.461632e+06
5,191.497144191,25117.145902,3.513441e+20,1.461633e+06
