1.1690704135614562, 0.03865987302300633
1.3776805133597474, 0.1176303953946114
1.9862709659094553, 0.3193705410885941
2.351638941609847, 0.3979874022087384
2.8006858324873067, 0.485308775537173
3.335385388391122, 0.575333773908068
3.9092423770545905, 0.6653635833421028
4.508984271313685, 0.7610629420234796
5.159564253583228, 0.8532617952191126
5.810586300922008, 0.9437534701511132
6.440163660810685, 1.0331196140437529
7.080874829530312, 1.1268164158035097
7.722412227239638, 1.2330982082130775
8.312119094728619, 1.3233453622355498
8.756157290993531, 1.4381833225325322
9.174279754180624, 1.5600895043530754
9.535440207099954, 1.6869332802747583
9.756100515809578, 1.7910799998395635
9.980334647896942, 1.9100966571378966
10.129198677849768, 2.0227214321689666
10.278028472980523, 2.1565889753907914
10.455843499090914, 2.299668068765288
10.49812744521559, 2.4243050100244035
10.644203301650872, 2.6325222419138674
