iter,amp,temp_eV,m0,m2
1,39918050.2345,19930.6243608,3.112390e+20,1.295375e+06
2,39886986.5868,19909.7245939,3.107429e+20,1.292306e+06
3,39919576.9986,19936.0792643,3.113172e+20,1.295963e+06
4,39898342.6134,19923.3393376,3.109968e+20,1.294017e+06
