iter,amp,temp_eV,m0,m2
1,202.353247523,25085.5784777,3.110179e+20,1.292077e+06
2,202.339518434,25123.2363727,3.112318e+20,1.294838e+06
3,202.186738012,25107.2997744,3.108974e+20,1.292656e+06
4,202.174079918,25126.3674234,3.109968e+20,1.294016e+06
